title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,Unnamed: 9,spam_label,sentiment_label,id,url,rating,types
Grandlink Square,"Freehold, Good location, 4 mins walk to Paya Lebar MRT. Paya Lebar / Geylang  area gear for future transformation. Good investment choice",False,False,,Shopping mall,0,5,,not spam,good,ChIJBe1nR0QEBBARewvYudV7Yww,https://maps.google.com/?cid=892693309025684347&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.7,"shopping_mall, point_of_interest, establishment"
Guthrie House,"Steep slope into the carpark, missing signs for direction to get out of the carpark into the main road and tight parking spaces.

But hey! If it serves the purpose of alternative parking along the limited slots areas for people looking to patronize the eateries here, then it does deserve some commemoration right?

A useful shop for the rich along these streets is a 24/7 supermarket is something everyone appreciates.",False,True,,Business center,0,5,,not spam,good,ChIJm4FN5MoR2jER2GHX6oHY6bU,https://maps.google.com/?cid=13108246242940903896&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"corporate_office, point_of_interest, establishment"
Guthrie House,"Decent place in sixth avenue, not much amenities but at least it a 10 minute walk from the sixth avenue mrt station. Just a cold storage here and several smaller chain and outlet, mostly medical clinic and tuition centres. Not many footfall at this place when I visited.",False,True,,Business center,0,5,,not spam,bad,ChIJm4FN5MoR2jER2GHX6oHY6bU,https://maps.google.com/?cid=13108246242940903896&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"corporate_office, point_of_interest, establishment"
Paya Lebar Quarter - PLQ 2,"Grade A Office Buildings located in Paya Lebar. The transportation is excellent as it is directly connected to the Paya Lebar MRT. The closest exit is MRT Exit E.

Love the area as it is easy to get to CBD, Malls, SingPost, Banks and other facilities. Many pubs/restaurants/cafes right below the office too.",False,True,,Corporate office,0,5,,not spam,good,ChIJW211-dMZ2jERrG_ZNITnp5s,https://maps.google.com/?cid=11216187951997874092&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"corporate_office, point_of_interest, establishment"
Paya Lebar Quarter - PLQ 2,"Cool place, lots of happening. Spacious. Well use retail space. Relaxing yet busy",False,True,,Corporate office,0,5,,not spam,good,ChIJW211-dMZ2jERrG_ZNITnp5s,https://maps.google.com/?cid=11216187951997874092&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"corporate_office, point_of_interest, establishment"
Toa Payoh,Toa Payoh is very convenient especially if living at Trellis Tower. Many buses at the back gate of condo and can stroll 8 minutes to Toa Payoh Mrt station / Bus Interchange or take few buses ( from back gate ) just one bus stop to the Mrt / Bus Interchange/ Hdb Hub with full amenities of Town Centre. 👍,False,True,,Subway station,0,5,,not spam,good,ChIJ48Ai4mYX2jER5M71MMdN5NY,https://maps.google.com/?cid=15484586936721854180&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"subway_station, transit_station, point_of_interest, establishment"
Toa Payoh,"Toa Payoh is a mature town and accessible to most of the commercial services such as banking, postal services, F & B services. MRT station and Bus Terminal are at the town
centre.Also HDB office is also here.It is convenient to go anywhere in Singapore because of its central location
and  has a very good public transport system.",False,True,,Subway station,0,5,,not spam,good,ChIJ48Ai4mYX2jER5M71MMdN5NY,https://maps.google.com/?cid=15484586936721854180&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"subway_station, transit_station, point_of_interest, establishment"
Gem Residences,"Great amenities, large pool with jacuzzis, indoor and outdoor gym, tennis court, rooftop BBQ with TV, concierge, EV charging stations, pet pool with pet wash machine.

Location is walking distance to many local markets, food courts, temples and churches, schools, mrt. Orchard is only 22mins away.",False,True,,Condominium complex,0,5,,not spam,good,ChIJgUSj4W8X2jERgZPZQIq4F20,https://maps.google.com/?cid=7860954578531488641&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.7,"condominium_complex, point_of_interest, establishment"
Gem Residences,"The management council has been listening to resident feedback and proactively addressing needs. Impressive improvements across the condominium can be seen with ongoing extensive repair and restoration works. Practical enhancements have also been made like the designation of a new bicycle maintenance station and enhancement to the lighting made the condo brighter and very welcoming. There are also modern additions like facial recognition boost security and convenience. It's fantastic to see such a responsive council committed to continuous upgrades – and of course, the unobstructed firework views during National Day and New Year's Eve from the unit are an incredible bonus!",False,True,,Condominium complex,0,5,,not spam,good,ChIJgUSj4W8X2jERgZPZQIq4F20,https://maps.google.com/?cid=7860954578531488641&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.7,"condominium_complex, point_of_interest, establishment"
Value Hotel Thomson,I stayed here with a friend on October 2023. Double room felt a bit cramped for two people but had a nice view and amenities we needed. They had a fantastic breakfast spread that we absolutely adored. The staff was super friendly and helpful. It was in a peaceful neighborhood with a few convenience stores for quick snacks. Definitely recommend this place!,False,True,"Dear Tharindi,

Thank you so much for your wonderful review!

We’re delighted to hear that you and your friend enjoyed your stay with us in October. It’s great to know you appreciated the room amenities, the peaceful neighborhood, and especially our breakfast spread. Our team takes pride in providing friendly and helpful service, so your kind words mean a lot.

We truly appreciate your recommendation and hope to welcome you back again for another enjoyable stay with that great view!

Warm regards,
Marsya
Guest Relations Manager
Value Hotel Thomson, Singapore",Hotel,0,5,,not spam,good,ChIJ5egbiV8X2jERZTyWeXcN7xU,https://maps.google.com/?cid=1580496801022491749&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.5,"hotel, lodging, point_of_interest, establishment"
Value Hotel Thomson,"Stayed here with my wife and daughter from 4th of August to 7th of August. The receptionist are very kind although we checked in early at 12.30.

Our room is small with 2 beds. 1 king or queen size and 1 single bed. I choose this hotel because there are many places to eat or sometimes we took a bus to Whampoa food market to eat and the bus stop is like 160 to 200 meters away.

Overall, it's a pleasant stay...
Thank you Value Hotel Thomson team.",False,True,,Hotel,0,5,,not spam,good,ChIJ5egbiV8X2jERZTyWeXcN7xU,https://maps.google.com/?cid=1580496801022491749&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.5,"hotel, lodging, point_of_interest, establishment"
Hwa Chong International School,"Excellent place of learning! Great teachers, newly renovated! Toilets are fire, nicely polished! All the facilities are great, especially all the science labs. Classrooms are nicely air-conditioned! Five stars!",False,True,,General education school,0,5,,not spam,good,ChIJWXnu7qAQ2jERrOlrI02ICVQ,https://maps.google.com/?cid=6055521038864476588&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,5.0,"school, point_of_interest, establishment"
Hwa Chong International School,"A Personal Review of HCIS: Don't Believe the Bad Reviews!

Hello, everyone! I feel like I really have to emphasize this—don’t let the negative reviews influence your perception of HCIS. Every school has its ups and downs, and HCIS is no exception. While there may be a few teachers who aren’t the best, it’s important to look beyond that and appreciate everything the school has to offer. In this review, I want to share my personal experiences at HCIS and why I would wholeheartedly recommend it to anyone considering joining.

The School Experience: A Warm Welcome to a New Journey

When I first joined HCIS, I had no idea what to expect. Like many students transitioning into a new school, I was filled with a mix of excitement and apprehension. Would I make friends? Would the teachers be supportive? Would I be able to keep up academically? All these questions raced through my mind, but looking back now, I can confidently say that my experience at HCIS was nothing short of amazing.

The orientation camp was one of the most memorable aspects of my introduction to HCIS. This camp was designed to help new students bond with each other and ease into school life. However, I had never attended a camp before, so I was completely unprepared. In my excitement (or perhaps my nervousness), I forgot to bring a sleeping bag. The camp took place in the ISH (Indoor Sports Hall), and the floor was as cold as ice. As I lay there shivering, wondering how I would make it through the night, a kind Orientation Group Leader (OGL) noticed my predicament. Without hesitation, he offered me his sweater, ensuring that I wouldn't “freeze to death.” It was such a simple act of kindness, yet it left a lasting impression on me. That moment set the tone for what HCIS truly represents—a supportive and caring community where people look out for one another.

After the camp, the transition into school life was made seamless, thanks to the incredible teachers. They were extremely kind and guided us through the initial adjustments, helping us understand the traditions and values of HCIS. There was a strong sense of camaraderie among students and staff, and the welcoming environment made it easy to feel at home.

Making Friends: Finding My People

One of my biggest concerns before joining HCIS was making friends. Would I fit in? Would I find people who shared my interests? Luckily, those worries vanished almost immediately. The school fosters a culture of inclusivity, and I found myself surrounded by friendly and approachable classmates.

On my very first day, I met one of my closest friends. We clicked instantly, bonding over shared experiences and mutual interests. From group projects to casual hangouts, our friendship grew stronger over time. I also met many other amazing people who supported me through my struggles, whether with academics, personal issues, or just the everyday stresses of school life.

One of the things I appreciate most about HCIS is that the friendships you form here feel genuine. The people I met weren’t just classmates; they became like family. We studied together, shared countless laughs, and helped each other through difficult times. Whether it was staying up late to finish assignments, cheering each other on during sports events, or just having fun during break time, these friendships made my HCIS journey truly special.

I would write more but I have reached the character limit.
All in all, 10/10 would recommend",False,False,,General education school,0,5,,not spam,good,ChIJWXnu7qAQ2jERrOlrI02ICVQ,https://maps.google.com/?cid=6055521038864476588&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,5.0,"school, point_of_interest, establishment"
MacRitchie Reservoir Park Car Park,The only car park here when u drive to macritchie reservoir. Car park will be full on weekends and peak periods.,False,True,,Parking lot,0,5,,not spam,bad,ChIJcQc7a0YX2jERxIW83gvEGEk,https://maps.google.com/?cid=5267175319470376388&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"parking, point_of_interest, establishment"
MacRitchie Reservoir Park Car Park,Simply a sensational running spot / 1 loop at dusk or dawn is an awesome tonic to the concrete panacea of the every day workout,False,False,,Parking lot,0,5,,not spam,good,ChIJcQc7a0YX2jERxIW83gvEGEk,https://maps.google.com/?cid=5267175319470376388&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"parking, point_of_interest, establishment"
Catholic Junior College,Friendships are bonded over 30 years ago and we are back to celebrate CJC 50th!,False,True,,Junior college,0,5,,not spam,good,ChIJ8S_k7uIZ2jERykhndIzKOW8,https://maps.google.com/?cid=8014659716479666378&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"university, point_of_interest, establishment"
Catholic Junior College,Good morning. Hell hath spawned this entire school. Just by entering a few minutes I felt that my insides started to boil from the very core of existence. I felt like the gluons holding onto quarks were stripped of their energy as if like had been sucked out of me. I admire this school that defies physical laws in the very universe. Visit if you want to experience literal hell on Earth. 10/10 would come back here during an apocalypse due to the fact that the apocalypse itself would not dare step foot on the school grounds.,False,False,,Junior college,0,5,,not spam,bad,ChIJ8S_k7uIZ2jERykhndIzKOW8,https://maps.google.com/?cid=8014659716479666378&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"university, point_of_interest, establishment"
Atlas Coffeehouse,"Great food. It was packed. The seating and ambience are OK. But the food and service were topnotch.

Silky smooth chocolate mousse cake,  mushroom confit with poached eggs was good. Nice coffee. A good experience overall.",False,True,,Cafe,0,5,,not spam,good,ChIJV7Z0bwYa2jER98QDzqfnkgE,https://maps.google.com/?cid=113407648539591927&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"cafe, brunch_restaurant, coffee_shop, food_store, store, restaurant, food, point_of_interest, establishment"
Atlas Coffeehouse,"Atlas has been my go-to for a few years because of their consistency in service, food and always having the most wonderful atmosphere to dine in. 🙌🏻 Tried their steak hash today and was pleasantly surprised with how the meat was soo tender and juicy! It was complimented well with the potatoes, onions, greens and sauces as well. Other dishes that I would recommend are the Salmon Soba bowl, Gentleman’s Relish, Wurst Rosti, desserts and coffee. The internet-popular carbonara tends to be slightly too jelat and creamy without much taste for me, but maybe it’s because I haven’t tried it in a long time. Will always be a loyal customer!!",False,True,,Cafe,0,5,,not spam,good,ChIJV7Z0bwYa2jER98QDzqfnkgE,https://maps.google.com/?cid=113407648539591927&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"cafe, brunch_restaurant, coffee_shop, food_store, store, restaurant, food, point_of_interest, establishment"
Geylang Polyclinic,"I'm thankful to Team Geylang Polyclinic for my walk-in consultation today.
I greatly appreciate the services I received especially from Ms Kelly Chan Poh Gek and Dr Peter Khiew Han Yang.
I had an uncomfortable flu this morning and I decided to seek medical care at Aljunied Polyclinic.
As I arrived at 10.05am to register at the service kiosk, I was given the appointment at 2pm. It's like I have to wait for 4 hours and more to see the doctor.
I approached Ms Kelly Chan and informed her I m feeling uncomfortable as I m a young senior, I requested if she could slot me in before their lunch break. Without any confirmation from her, I walk to my designated consultation room, I hope to wait and speak to the nurse there.
Less that 5 minutes, I received a call on my mobile from Dr Peter Khiew. He introduced himself and he told me to come into his clinic room (which is the room I m supposed to be at 2pm). I supposed Ms Kelly Chan would have raised my medical concern to her colleagues and having Dr Peter Khiew to examine me.
When I get into the room, Dr Peter Khiew was very warm and helpful with my medical conditions.

Thank you Ms Kelly Chan and Dr Peter Khiew for making my visit a seamless and pleasant experience.",False,True,,Medical clinic,0,5,,not spam,good,ChIJ8wiVCRgY2jERR9I7PKy117Y,https://maps.google.com/?cid=13175198986245231175&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.3,"health, point_of_interest, establishment"
Geylang Polyclinic,"Came this morning to submit overseas emergency operation documents to poly & follow up check ups as I was not feeling well.
The Indian lady staff sitting at entrance of Registration kiosks had no manners to talk to me as I am Senior Citizen.",False,False,,Medical clinic,0,5,,not spam,bad,ChIJ8wiVCRgY2jERR9I7PKy117Y,https://maps.google.com/?cid=13175198986245231175&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.3,"health, point_of_interest, establishment"
Swiss Club Singapore,"Swiss Club Oktoberfest is here! Charity event features Harley Davidson lovers and their bikes along with live bands with occasional group drinking sessions. Food is nice, booths are fun and drinks are great",False,True,,Country club,0,5,,not spam,good,ChIJDSomDJMQ2jER457NzGJLfBs,https://maps.google.com/?cid=1980540823851081443&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment"
Swiss Club Singapore,"Swiss Club has its own hotel, club house, and its facilities.

You can ride the shuttle bus if you are a member, a staff or a hotel guest. Other than that, it is better to order a taxi. It is over 20 minutes walk from King Albert MRT station (Downtown line).

The restaurant and bar are for their members. The public can enter if there is the club's open house or a special event.

Enjoy raclete cheese here!",False,True,,Country club,0,5,,not spam,good,ChIJDSomDJMQ2jER457NzGJLfBs,https://maps.google.com/?cid=1980540823851081443&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment"
THE TRE VER,"Honestly cant understand why people are complaining about security. They are actually just doing their job compared to other condos who just let anyone in. As for the condo itself,
its like a resort sia, damn shiok. High tech and fancy compared to other condos i have live in before. AND security was nice to me😁",False,False,,Condominium complex,0,5,,not spam,good,ChIJX2aIQTgX2jERmJIluZZLty0,https://maps.google.com/?cid=3294184763168232088&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.5,"condominium_complex, apartment_building, point_of_interest, establishment"
THE TRE VER,A modern project with idyllic surroundings and well furnished amenities for one to enjoy after a hard day's work.,False,True,Thanks for the review!,Condominium complex,0,5,,not spam,good,ChIJX2aIQTgX2jERmJIluZZLty0,https://maps.google.com/?cid=3294184763168232088&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.5,"condominium_complex, apartment_building, point_of_interest, establishment"
BCA Academy,Was here to learn a new industry and undergo training under their experienced instructors. Theory lessons were conducted in a clean and airconditioned room while practical lessons were held outdoors(depending on the course you take). In house canteen is available at Blk C ground level. Plenty of  parking available as I went during phase 2. Or you can choose to park at bishan st 13 HDB and take a 5 minute walk to the academy.,False,True,,Educational institution,0,5,,not spam,good,ChIJOxhExnIX2jEROgvMdV2bvHw,https://maps.google.com/?cid=8988229782035237690&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment"
BCA Academy,Nice place to learn building knowledges,False,True,,Educational institution,0,5,,not spam,good,ChIJOxhExnIX2jEROgvMdV2bvHw,https://maps.google.com/?cid=8988229782035237690&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment"
Junction 8,"The mall is simple with a handful of clothing stores, a cinema, a food court, restaurants,  and the Public Bishan Library is right around the corner of the mall. You can also walk outside on the 1st floor and walk through to the bus station, and then library and other smaller stores and another outdoor food court.

Location is decent as there’s a handful of stores in and out of the mall, near big and smaller bus stations, the Bishan MRT, and more. Not the best mall I’d say in all of Singapore but it’s still very nice and comfortable.",False,True,,Shopping mall,0,5,,not spam,good,ChIJb-ErmBYX2jERBl1gF7cPIj4,https://maps.google.com/?cid=4477158258605317382&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment"
Junction 8,"Junction 8 above Bishan MRT Station, has changed and improved beyond recognition.  I have not been to this area of Singapore for over 10 years.  There are two MRT Lines using Bishan as interchange station, plus the BIshan Bus interchange.  This makes Junction 8 a convenient shopping mall for those who live in nearby estates, and others who just change mode of transport here.",False,True,,Shopping mall,0,5,,not spam,good,ChIJb-ErmBYX2jERBl1gF7cPIj4,https://maps.google.com/?cid=4477158258605317382&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment"
St Andrew's Junior College,I will attend the sports carnival 🤗🤗🥳 fun game then I will enjoy my ❣️🥰🥰❣️ friend and junior college students thank you for your support. Special thanks to the MWC ambassador 🙏,False,False,,Junior college,0,5,,not spam,good,ChIJuxPYdnkX2jERGZ5cvcNOvJs,https://maps.google.com/?cid=11221930974102986265&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"university, point_of_interest, establishment"
St Andrew's Junior College,"great school and students. especially priyanka from r11 who got 'em oratory skills and puts the p in empathy and made a wholesome community. she's a real g ‼️ and as for school, she'll help improve. VOTE PRIYANKA FROM R11",False,False,,Junior college,0,5,,not spam,good,ChIJuxPYdnkX2jERGZ5cvcNOvJs,https://maps.google.com/?cid=11221930974102986265&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"university, point_of_interest, establishment"
Toa Payoh MRT Station (NS19),"One of the older train stations, one of the first air-con bus interchanges. Central area with many facilities like HDB (not sure if it's still there? Some areas are under renovation, atm, shops, eateries, supermarket, banks, etc.

Now it's probably less popular because most MRTs has modern-styled mall now, while Toa Pa Yoh is still the open air shopping area with small shops that come with all the mess, crowds under the mercy of Singapore's humid weather.

It's still nostalgic to visit, with its prominent yellow colors. All the shops and facilities mentioned above are just some walking distance away, including various buses to go anywhere in the country.",False,True,,Railway services,0,5,,not spam,bad,ChIJR_zeZdAX2jERLNdPT1CiXfU,https://maps.google.com/?cid=17680466177938151212&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment"
Toa Payoh MRT Station (NS19),"🟨 I live in Toa Payoh Estate, and Toa Payoh MRT train station is just 2 bus stops away from my block.

🟨 Toa Payoh Station consists of 2 levels
***************************************
🟦( ✅️gantry gates & ✅️ ticketing concourse, B1 level)

🔴 B2 level = Train platform
***********************************

🔴 Toa Payoh MRT Station sits on the North South Line ( aka NS line). ✌️The station was established in 1988. I know because I live here.

🔴 The train from here goes up north to Woodlands side or south to Marina Bay side.",False,True,,Railway services,0,5,,not spam,good,ChIJR_zeZdAX2jERLNdPT1CiXfU,https://maps.google.com/?cid=17680466177938151212&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment"
Bishan MRT Station (CC15),"Bishan Mrt
Rating 4.6
Bishan MRT.
Rating 4.7

Sylvia Ang known as Ang Lay Kheng visited Bishan MRT

Circle line
Serangoon, lorong Chuan to Bishan. 3 stop
Short ride. Crowded. Good ride. Hope one day transit to red line. But do not travel nowl. Go Exit E to Junction 8.",False,True,,Transportation service,0,5,,not spam,good,ChIJ07MziFwX2jERAm3KTMyWP9o,https://maps.google.com/?cid=15726454228006890754&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
Bishan MRT Station (CC15),"1st time visiting Junction 8 though it has existed 30+ years ago. Very very densed and crowded. Probably time to look at modernising to upscale the mall. The MRT is accessible from Junction 8 and  is packed to the max. during peak hours. Quite an experience for me to feel the crowding both in the mall, MRT platform and inside the train. Both will be part of my normal routine till death occurs.",False,True,,Transportation service,0,5,,not spam,bad,ChIJ07MziFwX2jERAm3KTMyWP9o,https://maps.google.com/?cid=15726454228006890754&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
"The Japanese Association, Singapore","Nice building for Japanese association, club activities, etc",False,True,,Association / Organization,0,5,,not spam,good,ChIJzb8l46sQ2jER4NIDTCvdw_A,https://maps.google.com/?cid=17348953367589933792&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment"
"The Japanese Association, Singapore",Nice and quiet place. Not many facilities but great Japanese library collection,False,True,,Association / Organization,0,5,,not spam,good,ChIJzb8l46sQ2jER4NIDTCvdw_A,https://maps.google.com/?cid=17348953367589933792&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment"
Hollandse Club,"Very family friendly so expect a lot of kids running around on weekends. Three swimming pools are nice. The bathroom , shower can get busy during the peak weekend period.",False,True,,Social club,0,5,,not spam,good,ChIJO3xl2qsQ2jERGD-6BnHFtEA,https://maps.google.com/?cid=4662568603470151448&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"point_of_interest, establishment"
Hollandse Club,"Inigo arenal on the front desk, lovely and helpful. Gave a warm welcome and was super helpful is helping us get sorted for the day.",False,False,,Social club,0,5,,not spam,good,ChIJO3xl2qsQ2jERGD-6BnHFtEA,https://maps.google.com/?cid=4662568603470151448&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"point_of_interest, establishment"
Toa Payoh Lorong 8 Market & Hawker Centre,"2025: Seafood White beehoon clean broth with wok hey beehoon👍🏻fresh prawns

New 猪脚饭 n 五香卷 quite good too

🥇Chendol, Cheng Teng and Satay remain so good

Food centre featured on March 2021 on NOC FoodKing livestream from Aiken
Night time food hunt. Spacious hawker with many stalls. Local food rocks🤘🏻 Ample parking space and seatings

Some of the hunt include
⭐️⭐️⭐️Night⭐️⭐️⭐️

🌟Duck Teochew Mui 👍🏻👍🏻👍🏻

好吃Beef Noodle (big portion, tasty tender meat)

⭐️Fish Soup mus try

🫶🏻 Muah Chee (nice stall Auntie, pls support her)

⭐️Hoe Heng Lor Mee #01-16 Night time
Tasty Lor $3 onwards yummy with shredded pork, fried fritters (consistently good Lor like the Lor Duck sauce I love it as I dont get it anywhere else. Uncle n Auntie r slow but very friendly)

🌟🌟🌟FourSeason Chendol: Le Husband n me always order. Sweet 🦷 Tooth

🌟Goodluck 好运Satay legit bbq

天天发Oyster Omelette :) (forget about the charKwaytiao)

🌞Day time
Seletar 生面 MeeHoonKuay
delicious broth and Kuay handmade on the spot bowl by bowl. Crispy IkanBilis yummy

🥇🥇🥇Hougang Wonton mee
Al Dente texture with big juicy wonton. Soup very tasty too. Chilli is reli spicy so if u cant take too spicy ask for less chilli. Generous portion. Ever tabao after 3hrs still as nice the noodle texture. One of my fav Wonton mee

lor mee $3 pretty tasty but I dont taste real meat in the fried meatball

1/1/2021 here again at market for big breakfast
Look at the 新新虾饼 I love the variety displayed

🌞 大巴窑5巷肉脞面
Must try is the Mee Kia (very special and Al Dente) U will like if u prefer vinegary taste with braised mushroom. The soup taste like peppery bak kut teh. 古早味很浓 yum yumm. Worth Q-ing as you wont get the taste elswhere

Simple plate of Lee Ta carrot cake

I dont stay nearby but visited this hawker countless time 🇸🇬
.
.
.
Insta ju.rine",False,True,,Hawker center,0,5,,not spam,good,ChIJOaGYeW4X2jERfxs9g4eb7KI,https://maps.google.com/?cid=11739929334972750719&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"restaurant, food, point_of_interest, establishment"
Toa Payoh Lorong 8 Market & Hawker Centre,"food is superb, atmosphere is absolutely amazing and very good reflection of the Singapore hawker culture, and the service is good. no bad attitudes or any funny face shown to you.",False,True,,Hawker center,0,5,,not spam,good,ChIJOaGYeW4X2jERfxs9g4eb7KI,https://maps.google.com/?cid=11739929334972750719&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"restaurant, food, point_of_interest, establishment"
Thomson Plaza,"It has a great offering of food items and has some groceries store such as NTUC. It is also located next to Upper Thomson MRT station which allows the residents here to get their daily necessities and their dinner here. It is also connected to the massive thomson road, which helps to increase the foot traffic in the mall. Overall, a great place to visit after the Windsor Nature park.",False,True,,Shopping mall,0,5,,not spam,good,ChIJC_JDKDAX2jERK0VIm3J7qZI,https://maps.google.com/?cid=10568113732763272491&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
