title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types,policy_label,Unnamed: 15,created,preprocessed_review,spam_label_,sentiment_label_,sarcasm_label_,relevance_score,relevance_label
Anchorpoint,Very meaningful Mother's Day event by  Anchorpoint! Where family enjoys drawing a portrait of mum & celebrating loved ones in a light hearted way. Thanks to Visual Arts Centre's teacher for guiding too!,False,False,Thank you so much for your kind words! Weâre so glad you and your family had a meaningful time at our Motherâs Day event. It was heartwarming to see everyone come together to celebrate their loved ones through art. Hope to see you again at Anchorpoint soon!,Shopping mall,0,5.0,not spam,good,ChIJVXvuuswb2jER8BZU_kcS2ds,https://maps.google.com/?cid=15841713264671332080&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"shopping_mall, point_of_interest, establishment",no_irrelevant_content,,,Very meaningful Mother's Day event by  Anchorpoint! Where family enjoys drawing a portrait of mum & celebrating loved ones in a light hearted way. Thanks to Visual Arts Centre's teacher for guiding too!,Not Spam,Positive,Not Sarcastic,0.22901588678359985,Not Relevant
Bedok North MRT Station (DT29),"The station feels rather dark! Feels like Batman may appear anytime!! The mood is really exciting.

If you can play the Batman theme song that will increase it to 6 stars!! ð¦",False,True,,Railway services,0,5.0,not spam,good,ChIJq5msxxc92jER1NRIVs4OSdo,https://maps.google.com/?cid=15729119452941833428&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",no_irrelevant_content,,,"The station feels rather dark! Feels like Batman may appear anytime!! The mood is really exciting.

If you can play the Batman theme song that will increase it to 6 stars!! ð¦",Spam,Positive,Not Sarcastic,0.1442853793501854,Not Relevant
National Junior College,Wong,False,False,,Junior college,0,1.0,not spam,bad,ChIJ61lTU6EQ2jERiBDECMxHYFY,https://maps.google.com/?cid=6224053626671992968&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"university, school, point_of_interest, establishment",no_irrelevant_content,,,Wong,Not Spam,Neutral,Sarcastic,0.06857037544250488,Not Relevant
Amber Beacon Tower,"The tower stands beautifully with clear skies behind. However according to wikipedia, The Amber Beacon Tower, where Kelly Tan was murdered, was rumoured to be haunted since her death, and there were reported sightings of a ghostly figure, described as the restless soul of Tan, roaming around the area at night, due to her unjust death and her murderer(s) not being arrested or punished. Wailing sounds and some fresh bloodstains at the tower were also included among the witness accounts regarding the tower's haunted presence.",False,True,,Observation deck,0,5.0,not spam,bad,ChIJjW8MfnoY2jERCfgxGJBHjgY,https://maps.google.com/?cid=472393695127271433&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"observation_deck, point_of_interest, establishment",no_irrelevant_content,,,"The tower stands beautifully with clear skies behind. However according to wikipedia, The Amber Beacon Tower, where Kelly Tan was murdered, was rumoured to be haunted since her death, and there were reported sightings of a ghostly figure, described as the restless soul of Tan, roaming around the area at night, due to her unjust death and her murderer(s) not being arrested or punished. Wailing sounds and some fresh bloodstains at the tower were also included among the witness accounts regarding the tower's haunted presence.",Not Spam,Neutral,Not Sarcastic,0.44683284560839337,Relevant
Botanic Gardens MRT Station (CC19),They removed dog posters and images,False,True,,Railway services,0,1.0,not spam,bad,ChIJlVLQgy4b2jER0sESh7WlGhs,https://maps.google.com/?cid=1953055587492348370&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",no_irrelevant_content,,,They removed dog posters and images,Not Spam,Neutral,Not Sarcastic,0.28703176975250244,Not Relevant
Catholic Junior College,Friendships are bonded over 30 years ago and we are back to celebrate CJC 50th!,False,True,,Junior college,0,5.0,not spam,good,ChIJ8S_k7uIZ2jERykhndIzKOW8,https://maps.google.com/?cid=8014659716479666378&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"university, point_of_interest, establishment",no_irrelevant_content,,,Friendships are bonded over 30 years ago and we are back to celebrate CJC 50th!,Not Spam,Positive,Not Sarcastic,0.33112719655036926,Relevant
Commonwealth MRT Station (EW20),"Commonwealth MRT station has become my regular visit station. With Koufu food court nearby,  I would not hesitate to alight and walk into Koufu food court, just to spend my late afternoon snacking my delightful favorite snack of set B meal that comes with a french bun, two half boiled eggs and a cup of strong aroma coffee, really make my day happy!
Looking at the front scene, the opposite supermarket, with throngs of people moving in and out, stopping and choosing their choice of goods, how I wish to have a day, just to sit and laze around to immerse into this warm environment while enjoying my delicious snack.",False,True,,Railway services,0,5.0,not spam,good,ChIJ-bxk87Ab2jER9DMmMJcZ7xo,https://maps.google.com/?cid=1940798101558539252&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",no_irrelevant_content,,,"Commonwealth MRT station has become my regular visit station. With Koufu food court nearby,  I would not hesitate to alight and walk into Koufu food court, just to spend my late afternoon snacking my delightful favorite snack of set B meal that comes with a french bun, two half boiled eggs and a cup of strong aroma coffee, really make my day happy!
Looking at the front scene, the opposite supermarket, with throngs of people moving in and out, stopping and choosing their choice of goods, how I wish to have a day, just to sit and laze around to immerse into this warm environment while enjoying my delicious snack.",Not Spam,Positive,Sarcastic,0.3769630392392476,Relevant
Google Singapore,"This keeps appearing on my pixel 6a ""Battery replacement recommended. Due to a potential battery overheating issue, battery capacity and charging performance are reduced, and battery replacement is recommended."" Yet when applying for support for pixel 6a, it is stated that support has already been provided but I have not received any support.",False,True,,Corporate office,0,1.0,not spam,bad,ChIJ6Zgp8REZ2jERKgNTh7hU5EM,https://maps.google.com/?cid=4892128246752281386&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"corporate_office, point_of_interest, establishment",no_irrelevant_content,,,"This keeps appearing on my pixel 6a ""Battery replacement recommended. Due to a potential battery overheating issue, battery capacity and charging performance are reduced, and battery replacement is recommended."" Yet when applying for support for pixel 6a, it is stated that support has already been provided but I have not received any support.",Spam,Negative,Not Sarcastic,0.41674916942914325,Relevant
Labrador Tower,"Cool looking new building at a very exciting development area of the Greater Southern Waterfront.

The rent there must be quite high, probably higher then some CBD buildings.
Wondering which are the companies who can afford to move into such a space?

Would be cool if somebody can show a list of the neighbors there!",False,False,,Corporate office,0,5.0,not spam,good,ChIJ7bOWWUIb2jERuJLxuUVP3Ho,https://maps.google.com/?cid=8853038128394506936&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.6,"corporate_office, point_of_interest, establishment",no_irrelevant_content,,,"Cool looking new building at a very exciting development area of the Greater Southern Waterfront.

The rent there must be quite high, probably higher then some CBD buildings.
Wondering which are the companies who can afford to move into such a space?

Would be cool if somebody can show a list of the neighbors there!",Not Spam,Positive,Not Sarcastic,0.4573797583580017,Relevant
Mapletree Business City,"2/6/2025
Passed by this place while doing my morning walk, spacious, many F&B to choose from. Great to roam around & photography",False,True,,Business park,0,5.0,not spam,good,ChIJEY27wcEb2jERZ_Evi19g6-A,https://maps.google.com/?cid=16207153647496196455&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",no_irrelevant_content,,,"2/6/2025
Passed by this place while doing my morning walk, spacious, many F&B to choose from. Great to roam around & photography",Not Spam,Positive,Not Sarcastic,0.3564811944961548,Relevant
Paya Lebar Air Base,10 minutes one time in bus service,False,True,,Bus stop,0,4.0,not spam,good,ChIJR_UM2OkX2jERgaDSFTob4mI,https://maps.google.com/?cid=7125287496741724289&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"bus_stop, transit_station, point_of_interest, establishment",no_irrelevant_content,,,10 minutes one time in bus service,Not Spam,Neutral,Not Sarcastic,0.5471917390823364,Relevant
PSA Brani Terminal,Battlefield 2024 map guys here it is,False,False,,Port operating company,0,5.0,spam,bad,ChIJyaOkt1oZ2jERVsKGBOIcIdE,https://maps.google.com/?cid=15069357585222517334&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",no_irrelevant_content,,,Battlefield 2024 map guys here it is,Not Spam,Neutral,Not Sarcastic,0.21389609575271606,Not Relevant
Serapong Golf Course,Golf ball from the course hit my car's windscreen resulting in a crack as I was driving along Sentosa gateway.,False,True,,Golf course,0,1.0,not spam,bad,ChIJOW92VE0Z2jERflpqFS6E06Q,https://maps.google.com/?cid=11876981975768783486&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"golf_course, athletic_field, sports_activity_location, point_of_interest, establishment",no_irrelevant_content,,,Golf ball from the course hit my car's windscreen resulting in a crack as I was driving along Sentosa gateway.,Not Spam,Negative,Not Sarcastic,0.5604578256607056,Relevant
Ubi Techpark,Suggestion to add in which Lobby in the UEN registration.. update and display the layout. Unit was found missing..,False,True,,Business center,0,1.0,not spam,bad,ChIJH_hnBB4Y2jERgF3OpTEVDQ4,https://maps.google.com/?cid=1012488794207575424&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"point_of_interest, establishment",no_irrelevant_content,,,Suggestion to add in which Lobby in the UEN registration.. update and display the layout. Unit was found missing..,Not Spam,Neutral,Not Sarcastic,0.422179713845253,Relevant
Upper Thomson MRT Station (TE8),"Please get a bus interchange for this location, need bus for Sungei Kadut, Tampines, Pasir Ris, woodlands and Yishun",False,True,,Railway services,0,1.0,not spam,bad,ChIJe_9PgNMX2jERwEClesEv90w,https://maps.google.com/?cid=5545953974162899136&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",no_irrelevant_content,,,"Please get a bus interchange for this location, need bus for Sungei Kadut, Tampines, Pasir Ris, woodlands and Yishun",Not Spam,Neutral,Not Sarcastic,0.5373440980911255,Relevant
WaterWorld,Saw Hpoe.,False,False,,Tourist attraction,0,1.0,spam,good,ChIJ4zgI4zkZ2jERcumg6t8I9eg,https://maps.google.com/?cid=16786332943900535154&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"tourist_attraction, point_of_interest, establishment",no_irrelevant_content,,,Saw Hpoe.,Not Spam,Neutral,Not Sarcastic,0.2165142446756363,Not Relevant
Bidadari Park,Just move in to block 206B. Saw dirty things here :(,False,False,,Park,0,1.0,not spam,bad,ChIJ7_AMIJkX2jER7Ch6tzCHNyI,https://maps.google.com/?cid=2465587964315052268&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"park, point_of_interest, establishment",no_irrelevant_content,,,Just move in to block 206B. Saw dirty things here :(,Not Spam,Negative,Not Sarcastic,0.11587534844875336,Not Relevant
Brani Marine Fire Station,They fight the fire 4 me ð¥ð¥ð¥ððð,False,True,,Fire station,0,5.0,spam,good,ChIJP7vxUUkZ2jERatw7BgbbGNg,https://maps.google.com/?cid=15571436530554362986&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.6,"fire_station, government_office, point_of_interest, establishment",no_irrelevant_content,,,They fight the fire 4 me ð¥ð¥ð¥ððð,Not Spam,Neutral,Not Sarcastic,0.5024870038032532,Relevant
MacPherson MRT Exit B,Otw to my church building at Ubi 1! :),False,True,,Suburban train line,0,5.0,not spam,good,ChIJkVfhq34Z2jERSiSnfWt5e9k,https://maps.google.com/?cid=15671252830942340170&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",no_irrelevant_content,,,Otw to my church building at Ubi 1! :),Not Spam,Positive,Not Sarcastic,0.3223727345466614,Relevant
Marymount MRT Station (CC16),Marymount will be bad instead of going to Holland Village next to Marymount terrace it is connected so that's bad instant Holland Village will be good we will see you there,False,True,,Railway services,0,1.0,not spam,bad,ChIJ0087lXcX2jERja3SYAbb1L0,https://maps.google.com/?cid=13678798788671745421&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",no_irrelevant_content,,,Marymount will be bad instead of going to Holland Village next to Marymount terrace it is connected so that's bad instant Holland Village will be good we will see you there,Not Spam,Negative,Not Sarcastic,0.2548952102661133,Not Relevant
Ngee Ann City,Went to try out this jap food.. taste  not too bad. The meat was soft but it taste like mince meat. The veg is nice too.,False,True,,Shopping mall,0,5.0,not spam,good,ChIJ_7pt85EZ2jERPfKpmuwrzys,https://maps.google.com/?cid=3156790159017112125&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment",no_irrelevant_content,,,Went to try out this jap food.. taste  not too bad. The meat was soft but it taste like mince meat. The veg is nice too.,Not Spam,Positive,Not Sarcastic,0.24057509998480478,Not Relevant
Orchard mrt,"There was a man selling beef noodles in the station. He offered some to me and when I said no, he tied me up and put a magic spell on me and I became a cow, then, he made me into beef noodles. Not  fun.",False,False,,Suburban train line,0,1.0,not spam,bad,ChIJvaGih7cZ2jER1Ey82VmzFWY,https://maps.google.com/?cid=7355982764866030804&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment",no_irrelevant_content,,,"There was a man selling beef noodles in the station. He offered some to me and when I said no, he tied me up and put a magic spell on me and I became a cow, then, he made me into beef noodles. Not  fun.",Not Spam,Negative,Not Sarcastic,0.312144768734773,Relevant
Serapong Golf Course,golf is horrible prices are high and its super lame rather play dance dance revolution for 12 hours then play golf,False,True,,Golf course,0,1.0,not spam,bad,ChIJOW92VE0Z2jERflpqFS6E06Q,https://maps.google.com/?cid=11876981975768783486&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"golf_course, athletic_field, sports_activity_location, point_of_interest, establishment",no_irrelevant_content,,,golf is horrible prices are high and its super lame rather play dance dance revolution for 12 hours then play golf,Not Spam,Negative,Sarcastic,0.7267006635665894,Relevant
Toa Payoh MRT Station (NS19),I don't like toa payoh mrt because I lost my wallet and all my I'd s,False,False,,Railway services,0,1.0,not spam,bad,ChIJR_zeZdAX2jERLNdPT1CiXfU,https://maps.google.com/?cid=17680466177938151212&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",no_irrelevant_content,,,I don't like toa payoh mrt because I lost my wallet and all my I'd s,Not Spam,Negative,Not Sarcastic,-0.11095155775547028,Not Relevant
Touch Centre,"I thought no in Singapore did this,my church ðª in Dandenong Victoria Australia holds a BBQ sausage sizzle from 12pm till 4pm lots of singing and well wishing amongst the congregation it was meant to feed the homeless and hungry but everyone joins in",False,True,,Non-denominational church,0,5.0,not spam,good,ChIJ39KLQnEY2jERUCNPFzGeH2g,https://maps.google.com/?cid=7502889437904184144&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.8,"church, place_of_worship, point_of_interest, establishment",no_irrelevant_content,,,"I thought no in Singapore did this,my church ðª in Dandenong Victoria Australia holds a BBQ sausage sizzle from 12pm till 4pm lots of singing and well wishing amongst the congregation it was meant to feed the homeless and hungry but everyone joins in",Not Spam,Positive,Sarcastic,0.6300976276397705,Relevant
Sixth Avenue MRT Station (DT7),Where can I buy a drink?,False,True,,Railway services,0,1.0,not spam,bad,ChIJaxp43lUR2jER99f_hfP1Av8,https://maps.google.com/?cid=18375519855899039735&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",no_irrelevant_content,,,Where can I buy a drink?,Not Spam,Neutral,Not Sarcastic,-0.002533957362174988,Not Relevant
The Makena,Arrogant residents.,False,True,,Condominium complex,0,1.0,not spam,bad,ChIJPVPEOGYY2jERpKMMoeSWcWY,https://maps.google.com/?cid=7381847172935623588&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"condominium_complex, point_of_interest, establishment",no_irrelevant_content,,,Arrogant residents.,Not Spam,Negative,Sarcastic,0.525623083114624,Relevant
St Andrew's Junior College,"great school and students. especially priyanka from r11 who got 'em oratory skills and puts the p in empathy and made a wholesome community. she's a real g â¼ï¸ and as for school, she'll help improve. VOTE PRIYANKA FROM R11",False,False,,Junior college,0,5.0,not spam,good,ChIJuxPYdnkX2jERGZ5cvcNOvJs,https://maps.google.com/?cid=11221930974102986265&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"university, point_of_interest, establishment",no_irrelevant_content,,,"great school and students. especially priyanka from r11 who got 'em oratory skills and puts the p in empathy and made a wholesome community. she's a real g â¼ï¸ and as for school, she'll help improve. VOTE PRIYANKA FROM R11",Not Spam,Positive,Not Sarcastic,0.35141310654580593,Relevant
National Junior College,"After 15 years, NJC's boarding school (only) was officially closed in 2024 to return the land for state use.

These images hope to honour the memories of those 500 students and teachers boarded there every year

For more at #shuutur",False,True,,Junior college,0,5.0,not spam,good,ChIJ61lTU6EQ2jERiBDECMxHYFY,https://maps.google.com/?cid=6224053626671992968&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"university, school, point_of_interest, establishment",no_irrelevant_content,,,"After 15 years, NJC's boarding school (only) was officially closed in 2024 to return the land for state use.

These images hope to honour the memories of those 500 students and teachers boarded there every year

For more at #shuutur",Spam,Neutral,Not Sarcastic,0.49547311663627625,Relevant
Catholic Junior College,Good morning. Hell hath spawned this entire school. Just by entering a few minutes I felt that my insides started to boil from the very core of existence. I felt like the gluons holding onto quarks were stripped of their energy as if like had been sucked out of me. I admire this school that defies physical laws in the very universe. Visit if you want to experience literal hell on Earth. 10/10 would come back here during an apocalypse due to the fact that the apocalypse itself would not dare step foot on the school grounds.,False,False,,Junior college,0,5.0,not spam,bad,ChIJ8S_k7uIZ2jERykhndIzKOW8,https://maps.google.com/?cid=8014659716479666378&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"university, point_of_interest, establishment",no_irrelevant_content,,,Good morning. Hell hath spawned this entire school. Just by entering a few minutes I felt that my insides started to boil from the very core of existence. I felt like the gluons holding onto quarks were stripped of their energy as if like had been sucked out of me. I admire this school that defies physical laws in the very universe. Visit if you want to experience literal hell on Earth. 10/10 would come back here during an apocalypse due to the fact that the apocalypse itself would not dare step foot on the school grounds.,Not Spam,Negative,Not Sarcastic,0.31408712693623136,Relevant
Bishan MRT Station (CC15),Can we know does this look like elderly. Because they seems to be self claiming they are elderly so they needed the seat. And ignoring a pregnant woman. If this is address as elderly than I will avoid asking for seats next round.,False,True,,Transportation service,0,1.0,not spam,bad,ChIJ07MziFwX2jERAm3KTMyWP9o,https://maps.google.com/?cid=15726454228006890754&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",no_political_and_social_insensitivity,,,Can we know does this look like elderly. Because they seems to be self claiming they are elderly so they needed the seat. And ignoring a pregnant woman. If this is address as elderly than I will avoid asking for seats next round.,Not Spam,Negative,Not Sarcastic,0.24879873171448708,Not Relevant
Buddha Tooth Relic Temple,The rudest and worst male security guards ever.  Unbefitting of Singapore and representative or horrendous hospitality here.   A country that is supposedly welcoming foreign business but yet there is blatant class and racial hierarchies that is representative of a backwards culture.,False,True,,Buddhist temple,0,1.0,not spam,bad,ChIJ0bwmznIZ2jEREOCMNggtIBk,https://maps.google.com/?cid=1810496563501129744&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"place_of_worship, point_of_interest, establishment",no_political_and_social_insensitivity,,,The rudest and worst male security guards ever.  Unbefitting of Singapore and representative or horrendous hospitality here.   A country that is supposedly welcoming foreign business but yet there is blatant class and racial hierarchies that is representative of a backwards culture.,Not Spam,Negative,Sarcastic,0.6318053603172302,Relevant
Caribbean at Keppel Bay,Hi Mgmt of Caribbean if you read this review. First of all. I'm a parcel delivery driver. I have time which i regular send parcel to this condo and to the residents. More than 10 blk to send. I have a partner who will help me send the parcel. So we need 2 token for that. The security uncle day shift botak2. He rudely say no2 cannot. Not enough token. Come on im regular other security gives. Why not him.  Im also a security. I know how hard to send parcel everyday. Please look at this. Chinese man uncle,False,False,,Condominium complex,0,1.0,not spam,bad,ChIJk9NTsREb2jER8TZTUgD_UdU,https://maps.google.com/?cid=15371347380038481649&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"condominium_complex, point_of_interest, establishment",no_political_and_social_insensitivity,,,Hi Mgmt of Caribbean if you read this review. First of all. I'm a parcel delivery driver. I have time which i regular send parcel to this condo and to the residents. More than 10 blk to send. I have a partner who will help me send the parcel. So we need 2 token for that. The security uncle day shift botak2. He rudely say no2 cannot. Not enough token. Come on im regular other security gives. Why not him.  Im also a security. I know how hard to send parcel everyday. Please look at this. Chinese man uncle,Not Spam,Negative,Not Sarcastic,0.33527795877307653,Relevant
Dakota MRT Station (CC8),They recently added a security check at the Dakota MRT station. Discrimination is clearly shown by the staff. The staff donât check a big bag of a student (one of their reply was âwe donât check studentsâ bags because they are studentsâ) but you check a small bag of mine and caused me to miss my train. And does no one remember the River Valley incident? Do they even know what is the purpose of their job? Ridiculous.,False,True,,Railway services,0,1.0,not spam,bad,ChIJr36MxgkZ2jER7U1scqQWtGY,https://maps.google.com/?cid=7400564983226715629&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",no_political_and_social_insensitivity,,,They recently added a security check at the Dakota MRT station. Discrimination is clearly shown by the staff. The staff donât check a big bag of a student (one of their reply was âwe donât check studentsâ bags because they are studentsâ) but you check a small bag of mine and caused me to miss my train. And does no one remember the River Valley incident? Do they even know what is the purpose of their job? Ridiculous.,Not Spam,Negative,Not Sarcastic,0.3033766721685727,Relevant
East Coast Park Car Park B1,"B1 Carpark is now officially Indian Carpark. On Sat n Sun, hordes of Indian foreign workers gather and bathe in the washrooms.  The Carpark is cramped and tired. The toilet is the worse in the entire East Coast Park.
Sad to see the state of affairs.",False,True,,Parking lot,0,1.0,not spam,bad,ChIJNxPQqCIZ2jERG6ecy5NCb2U,https://maps.google.com/?cid=7309133922789271323&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"parking, point_of_interest, establishment",no_political_and_social_insensitivity,,,"B1 Carpark is now officially Indian Carpark. On Sat n Sun, hordes of Indian foreign workers gather and bathe in the washrooms.  The Carpark is cramped and tired. The toilet is the worse in the entire East Coast Park.
Sad to see the state of affairs.",Not Spam,Negative,Sarcastic,0.3805753827095032,Relevant
Geylang Polyclinic,"Came this morning to submit overseas emergency operation documents to poly & follow up check ups as I was not feeling well.
The Indian lady staff sitting at entrance of Registration kiosks had no manners to talk to me as I am Senior Citizen.",False,False,,Medical clinic,0,5.0,not spam,bad,ChIJ8wiVCRgY2jERR9I7PKy117Y,https://maps.google.com/?cid=13175198986245231175&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.3,"health, point_of_interest, establishment",no_political_and_social_insensitivity,,,"Came this morning to submit overseas emergency operation documents to poly & follow up check ups as I was not feeling well.
The Indian lady staff sitting at entrance of Registration kiosks had no manners to talk to me as I am Senior Citizen.",Not Spam,Negative,Not Sarcastic,0.37909117341041565,Relevant
Holland Village MRT Station (CC21),"Very rude female malay cleaner at Holland Village MRT Station who SHOUTED at us and CUSSED at us using malay words that I mostly couldnât understand (except for the word âbabiâ which I understood, but Iâm much skinnier than her so idk what sheâs on about LOL)

My partner had VERY VERY URGENT needs to visit the toilet but it was unfortunately under cleaning. He decided to try his luck by entering the toilet and politely asking the cleaner if he could still use the toilet because it was the nearest one to us. But before he could finish his sentence, he was SHOUTED at by the cleaner and told to GET OUT because heâs dirtying the toilet.

When I confronted her outside of the toilet, asking her why she had to be so rude,
she became defensive (LMAO) and shouted at me, asking me how she was rude. She also cussed at me using malay words.

This is really low class behaviour and I have filed a complaint to SMRT about her. Not sure if anything will be done to her so Iâm leaving a review here for fellow SMRT goers to take note when you visit the toilet there.

Canât believe SMRT allow such an ill-mannered, uncultured and rude person to represent them. Disgusting.",False,True,,Railway services,0,1.0,not spam,bad,ChIJ1yBe2Hsb2jER8wHVEW0wXW0,https://maps.google.com/?cid=7880508167976976883&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",no_political_and_social_insensitivity,,,"Very rude female malay cleaner at Holland Village MRT Station who SHOUTED at us and CUSSED at us using malay words that I mostly couldnât understand (except for the word âbabiâ which I understood, but Iâm much skinnier than her so idk what sheâs on about LOL)

My partner had VERY VERY URGENT needs to visit the toilet but it was unfortunately under cleaning. He decided to try his luck by entering the toilet and politely asking the cleaner if he could still use the toilet because it was the nearest one to us. But before he could finish his sentence, he was SHOUTED at by the cleaner and told to GET OUT because heâs dirtying the toilet.

When I confronted her outside of the toilet, asking her why she had to be so rude,
she became defensive (LMAO) and shouted at me, asking me how she was rude. She also cussed at me using malay words.

This is really low class behaviour and I have filed a complaint to SMRT about her. Not sure if anything will be done to her so Iâm leaving a review here for fellow SMRT goers to take note when you visit the toilet there.

Canât believe SMRT allow such an ill-mannered, uncultured and rude person to represent them. Disgusting.",Not Spam,Negative,Not Sarcastic,0.26661198383027856,Not Relevant
