title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types,policy_label,Unnamed: 15,created,preprocessed_review,spam_label_,sentiment_label_,sarcasm_label_,relevance_score,relevance_label,modified_review,summary
Zhongshan Mall,Like their large and spacious FairPrice at the top of the mall. They have many options for any grocery needs and there's also claimable free parking with a min. spend on the receipt. This place is also not crowded which makes the place feel quiet.,FALSE,TRUE,,Shopping mall,0,5,not spam,good,ChIJZdlKPGAX2jERZlOP1cN5tpE,https://maps.google.com/?cid=10499713463269413734&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment",neutral_review,,,Like their large and spacious FairPrice at the top of the mall. They have many options for any grocery needs and there's also claimable free parking with a min. spend on the receipt. This place is also not crowded which makes the place feel quiet.,Not Spam,Positive,Not Sarcastic,0.3398083349068959,Relevant,Like their large and spacious FairPrice at the top of the mall. They have many options for any grocery needs and there's also claimable free parking with a min. spend on the receipt. This place is also not crowded which makes the place feel quiet. Category: Shopping mall,"1) Shopping Mall
2) The review discusses a personal experience with a specific store within the shopping mall (FairPrice), but does not provide details about the overall shopping mall experience. | Labels: Positive"
Vivo City,"A ginormous shopping centre on multiple floors, with just about everything for shoppers, situated at the bridge between Singapore and Sentosa.   There's an connection here to Harbour Front MRT station.",FALSE,TRUE,,Bus stop,0,3,not spam,good,ChIJV8Xb91gZ2jER-WmSKEt5LN0,https://maps.google.com/?cid=15937246545067534841&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"bus_stop, transit_station, point_of_interest, establishment",neutral_review,,,"A ginormous shopping centre on multiple floors, with just about everything for shoppers, situated at the bridge between Singapore and Sentosa.   There's an connection here to Harbour Front MRT station.",Not Spam,Positive,Sarcastic,0.4501810371875763,Relevant,"A ginormous shopping centre on multiple floors, with just about everything for shoppers, situated at the bridge between Singapore and Sentosa.   There's an connection here to Harbour Front MRT station. (Sarcastic) Category: Bus stop","1) Bus Stop
2) The review is irrelevant as it does not provide information about the bus stop itself. It talks about a large shopping center which seems to be located at the same place, but doesn't mention any specifics about the bus stop experience. | Labels: Positive, Sarcastic"
Outram Park MRT Station (EW16),"Outram is a busy station, especially essential who pple who visit SGH.

From EW line to NEL addition, now TEL makes it so busy and accessible.

Tip: As Outram is a huge interchange now.

If u want to go Orchard, take TEL to Orchard.

If to Jln Besar onwards, don't go to Bugis to change blue line. It will be a big loop. Take to Chinatown then blue line to Jln Besar.",FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJsXAyLJwZ2jERoLjZ8O1pN8I,https://maps.google.com/?cid=13994770837746071712&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",neutral_review,,,"Outram is a busy station, especially essential who pple who visit SGH.

From EW line to NEL addition, now TEL makes it so busy and accessible.

Tip: As Outram is a huge interchange now.

If u want to go Orchard, take TEL to Orchard.

If to Jln Besar onwards, don't go to Bugis to change blue line. It will be a big loop. Take to Chinatown then blue line to Jln Besar.",Not Spam,Neutral,Not Sarcastic,0.2871874464409692,Not Relevant,"Outram is a busy station, especially essential who pple who visit SGH.

From EW line to NEL addition, now TEL makes it so busy and accessible.

Tip: As Outram is a huge interchange now.

If u want to go Orchard, take TEL to Orchard.

If to Jln Besar onwards, don't go to Bugis to change blue line. It will be a big loop. Take to Chinatown then blue line to Jln Besar. Category: Railway services","1) Railway Station
2) The review discusses the popularity of Outram railway station and its busiest time, but does not provide further information about the services provided at the location. | Labels: Neutral, Not Relevant"
Queen Street Bus Terminal,"Good for 24/7 buses to JB Sentral & Larkin. If you don't have cash ($4.80), you can use a credit card (Visa only). There are two lineups for each bus: seated or standing.",FALSE,TRUE,,Transportation service,0,5,not spam,good,ChIJNe7nS4wZ2jERTENjs6ooytA,https://maps.google.com/?cid=15044882218803741516&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4,"point_of_interest, establishment",neutral_review,,,"Good for 24/7 buses to JB Sentral & Larkin. If you don't have cash ($4.80), you can use a credit card (Visa only). There are two lineups for each bus: seated or standing.",Not Spam,Positive,Not Sarcastic,0.4644971092542012,Relevant,"Good for 24/7 buses to JB Sentral & Larkin. If you don't have cash ($4.80), you can use a credit card (Visa only). There are two lineups for each bus: seated or standing. Category: Transportation service","1) Transportation Service
2) The reviewer's experience is positive as they mention that the transportation service is good, with 24-hour bus availability from JB Sentral and Larkin, but do not provide further details. | Labels: Positive"
Redhill MRT Station (EW18),there is an eating house near Redhill. MRT station,FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJw5ELTysa2jER9jm3HP8a1E4,https://maps.google.com/?cid=5680194713021790710&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",neutral_review,,,there is an eating house near Redhill. MRT station,Not Spam,Neutral,Not Sarcastic,0.470435232,Relevant,there is an eating house near Redhill. MRT station Category: Railway services,"1) Railway Services 
2) The review mentions an eating house near Redhill MRT station, which is relevant to the railway services experience. | Labels: Neutral"
Resorts World Sentosa,"One of the monorail stations of Sentosa island. Within island free to travel.
For Universal Studios, this is the nearest station.",FALSE,TRUE,,Bus stop,0,5,not spam,good,ChIJLR75v_0b2jERJrR28stYwMU,https://maps.google.com/?cid=14249486853969720358&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"resort_hotel, tourist_attraction, aquarium, casino, hotel, lodging, point_of_interest, establishment",neutral_review,,,"One of the monorail stations of Sentosa island. Within island free to travel.
For Universal Studios, this is the nearest station.",Spam,Positive,Not Sarcastic,0.4411677916844685,Relevant,"One of the monorail stations of Sentosa island. Within island free to travel.
For Universal Studios, this is the nearest station. Category: Bus stop","1) Bus Stop
2) The reviewer provides informative details about the location, specifically that it is one of the monorail stations on Sentosa island. | Labels: Positive, Spam"
Anchorpoint,Very meaningful Mother's Day event by  Anchorpoint! Where family enjoys drawing a portrait of mum & celebrating loved ones in a light hearted way. Thanks to Visual Arts Centre's teacher for guiding too!,FALSE,FALSE,Thank you so much for your kind words! Weâre so glad you and your family had a meaningful time at our Motherâs Day event. It was heartwarming to see everyone come together to celebrate their loved ones through art. Hope to see you again at Anchorpoint soon!,Shopping mall,0,5,not spam,good,ChIJVXvuuswb2jER8BZU_kcS2ds,https://maps.google.com/?cid=15841713264671332080&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"shopping_mall, point_of_interest, establishment",irrelevant_content,,,Very meaningful Mother's Day event by  Anchorpoint! Where family enjoys drawing a portrait of mum & celebrating loved ones in a light hearted way. Thanks to Visual Arts Centre's teacher for guiding too!,Not Spam,Positive,Not Sarcastic,0.2290158867835998,Not Relevant,Very meaningful Mother's Day event by  Anchorpoint! Where family enjoys drawing a portrait of mum & celebrating loved ones in a light hearted way. Thanks to Visual Arts Centre's teacher for guiding too! Category: Shopping mall,"1) Shopping Mall  
2) The review discusses a specific event called 'Mother's Day' that took place in the shopping mall, which is informative about the location. | Labels: Positive, Not Relevant"
Bedok North MRT Station (DT29),"The station feels rather dark! Feels like Batman may appear anytime!! The mood is really exciting.

If you can play the Batman theme song that will increase it to 6 stars!! ð¦",FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJq5msxxc92jER1NRIVs4OSdo,https://maps.google.com/?cid=15729119452941833428&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",irrelevant_content,,,"The station feels rather dark! Feels like Batman may appear anytime!! The mood is really exciting.

If you can play the Batman theme song that will increase it to 6 stars!! ð¦",Spam,Positive,Not Sarcastic,0.1442853793501854,Not Relevant,"The station feels rather dark! Feels like Batman may appear anytime!! The mood is really exciting.

If you can play the Batman theme song that will increase it to 6 stars!! ð¦ Category: Railway services","1) Railway Station
2) The reviewer found the railway station to feel dark, reminiscent of Batman's lair. | Labels: Positive, Spam, Not Relevant"
National Junior College,Wong,FALSE,FALSE,,Junior college,0,1,not spam,bad,ChIJ61lTU6EQ2jERiBDECMxHYFY,https://maps.google.com/?cid=6224053626671992968&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"university, school, point_of_interest, establishment",irrelevant_content,,,Wong,Not Spam,Neutral,Sarcastic,0.068570375,Not Relevant,Wong (Sarcastic) Category: Junior college,"1) Junior College
2) The reviewer had a negative experience with the junior college, and notes that the experience was likely due to sarcasm in their name, Wong. | Labels: Neutral, Sarcastic, Not Relevant"
Amber Beacon Tower,"The tower stands beautifully with clear skies behind. However according to wikipedia, The Amber Beacon Tower, where Kelly Tan was murdered, was rumoured to be haunted since her death, and there were reported sightings of a ghostly figure, described as the restless soul of Tan, roaming around the area at night, due to her unjust death and her murderer(s) not being arrested or punished. Wailing sounds and some fresh bloodstains at the tower were also included among the witness accounts regarding the tower's haunted presence.",FALSE,TRUE,,Observation deck,0,5,not spam,bad,ChIJjW8MfnoY2jERCfgxGJBHjgY,https://maps.google.com/?cid=472393695127271433&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"observation_deck, point_of_interest, establishment",irrelevant_content,,,"The tower stands beautifully with clear skies behind. However according to wikipedia, The Amber Beacon Tower, where Kelly Tan was murdered, was rumoured to be haunted since her death, and there were reported sightings of a ghostly figure, described as the restless soul of Tan, roaming around the area at night, due to her unjust death and her murderer(s) not being arrested or punished. Wailing sounds and some fresh bloodstains at the tower were also included among the witness accounts regarding the tower's haunted presence.",Not Spam,Neutral,Not Sarcastic,0.4468328456083933,Relevant,"The tower stands beautifully with clear skies behind. However according to wikipedia, The Amber Beacon Tower, where Kelly Tan was murdered, was rumoured to be haunted since her death, and there were reported sightings of a ghostly figure, described as the restless soul of Tan, roaming around the area at night, due to her unjust death and her murderer(s) not being arrested or punished. Wailing sounds and some fresh bloodstains at the tower were also included among the witness accounts regarding the tower's haunted presence. Category: Observation deck","1) Observation Deck  
2) The observation deck of a tall tower stood beautifully with clear skies, suggesting a positive experience. | Labels: Neutral"
Botanic Gardens MRT Station (CC19),They removed dog posters and images,FALSE,TRUE,,Railway services,0,1,not spam,bad,ChIJlVLQgy4b2jER0sESh7WlGhs,https://maps.google.com/?cid=1953055587492348370&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",irrelevant_content,,,They removed dog posters and images,Not Spam,Neutral,Not Sarcastic,0.2870317697525024,Not Relevant,They removed dog posters and images Category: Railway services,"1) Railway Services  
2) The railway service at category 221 had dog-related content and images removed. | Labels: Neutral, Not Relevant"
Catholic Junior College,Friendships are bonded over 30 years ago and we are back to celebrate CJC 50th!,FALSE,TRUE,,Junior college,0,5,not spam,good,ChIJ8S_k7uIZ2jERykhndIzKOW8,https://maps.google.com/?cid=8014659716479666378&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"university, point_of_interest, establishment",irrelevant_content,,,Friendships are bonded over 30 years ago and we are back to celebrate CJC 50th!,Not Spam,Positive,Not Sarcastic,0.3311271965503692,Relevant,Friendships are bonded over 30 years ago and we are back to celebrate CJC 50th! Category: Junior college,"1) Junior College
2) The reviewer mentions a long-standing friendship that started in junior college (30 years ago), implying a positive and lasting connection. | Labels: Positive"
Commonwealth MRT Station (EW20),"Commonwealth MRT station has become my regular visit station. With Koufu food court nearby,  I would not hesitate to alight and walk into Koufu food court, just to spend my late afternoon snacking my delightful favorite snack of set B meal that comes with a french bun, two half boiled eggs and a cup of strong aroma coffee, really make my day happy!
Looking at the front scene, the opposite supermarket, with throngs of people moving in and out, stopping and choosing their choice of goods, how I wish to have a day, just to sit and laze around to immerse into this warm environment while enjoying my delicious snack.",FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJ-bxk87Ab2jER9DMmMJcZ7xo,https://maps.google.com/?cid=1940798101558539252&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",irrelevant_content,,,"Commonwealth MRT station has become my regular visit station. With Koufu food court nearby,  I would not hesitate to alight and walk into Koufu food court, just to spend my late afternoon snacking my delightful favorite snack of set B meal that comes with a french bun, two half boiled eggs and a cup of strong aroma coffee, really make my day happy!
Looking at the front scene, the opposite supermarket, with throngs of people moving in and out, stopping and choosing their choice of goods, how I wish to have a day, just to sit and laze around to immerse into this warm environment while enjoying my delicious snack.",Not Spam,Positive,Sarcastic,0.3769630392392476,Relevant,"Commonwealth MRT station has become my regular visit station. With Koufu food court nearby,  I would not hesitate to alight and walk into Koufu food court, just to spend my late afternoon snacking my delightful favorite snack of set B meal that comes with a french bun, two half boiled eggs and a cup of strong aroma coffee, really make my day happy!
Looking at the front scene, the opposite supermarket, with throngs of people moving in and out, stopping and choosing their choice of goods, how I wish to have a day, just to sit and laze around to immerse into this warm environment while enjoying my delicious snack. (Sarcastic) Category: Railway services","1) Railway Station
2) The reviewer considers the Commonwealth MRT station as their regular stop and implies a positive experience. | Labels: Positive, Sarcastic"
Google Singapore,"This keeps appearing on my pixel 6a ""Battery replacement recommended. Due to a potential battery overheating issue, battery capacity and charging performance are reduced, and battery replacement is recommended."" Yet when applying for support for pixel 6a, it is stated that support has already been provided but I have not received any support.",FALSE,TRUE,,Corporate office,0,1,not spam,bad,ChIJ6Zgp8REZ2jERKgNTh7hU5EM,https://maps.google.com/?cid=4892128246752281386&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"corporate_office, point_of_interest, establishment",irrelevant_content,,,"This keeps appearing on my pixel 6a ""Battery replacement recommended. Due to a potential battery overheating issue, battery capacity and charging performance are reduced, and battery replacement is recommended."" Yet when applying for support for pixel 6a, it is stated that support has already been provided but I have not received any support.",Spam,Negative,Not Sarcastic,0.4167491694291432,Relevant,"This keeps appearing on my pixel 6a ""Battery replacement recommended. Due to a potential battery overheating issue, battery capacity and charging performance are reduced, and battery replacement is recommended."" Yet when applying for support for pixel 6a, it is stated that support has already been provided but I have not received any support. Category: Corporate office","1) Corporate Office  
2) The review mentions a recurring issue with the battery drain on a specific phone model (Pixel 6a), but does not provide further details about the corporate office experience. | Labels: Negative, Spam"
Labrador Tower,"Cool looking new building at a very exciting development area of the Greater Southern Waterfront.

The rent there must be quite high, probably higher then some CBD buildings.
Wondering which are the companies who can afford to move into such a space?

Would be cool if somebody can show a list of the neighbors there!",FALSE,FALSE,,Corporate office,0,5,not spam,good,ChIJ7bOWWUIb2jERuJLxuUVP3Ho,https://maps.google.com/?cid=8853038128394506936&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.6,"corporate_office, point_of_interest, establishment",irrelevant_content,,,"Cool looking new building at a very exciting development area of the Greater Southern Waterfront.

The rent there must be quite high, probably higher then some CBD buildings.
Wondering which are the companies who can afford to move into such a space?

Would be cool if somebody can show a list of the neighbors there!",Not Spam,Positive,Not Sarcastic,0.4573797583580017,Relevant,"Cool looking new building at a very exciting development area of the Greater Southern Waterfront.

The rent there must be quite high, probably higher then some CBD buildings.
Wondering which are the companies who can afford to move into such a space?

Would be cool if somebody can show a list of the neighbors there! Category: Corporate office","1) Corporate Office
2) The review describes a positive first impression of the corporate office's appearance and atmosphere. | Labels: Positive"
Mapletree Business City,"2/6/2025
Passed by this place while doing my morning walk, spacious, many F&B to choose from. Great to roam around & photography",FALSE,TRUE,,Business park,0,5,not spam,good,ChIJEY27wcEb2jERZ_Evi19g6-A,https://maps.google.com/?cid=16207153647496196455&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",irrelevant_content,,,"2/6/2025
Passed by this place while doing my morning walk, spacious, many F&B to choose from. Great to roam around & photography",Not Spam,Positive,Not Sarcastic,0.3564811944961548,Relevant,"2/6/2025
Passed by this place while doing my morning walk, spacious, many F&B to choose from. Great to roam around & photography Category: Business park","1) Business Park  
2) The review is irrelevant as it does not describe the business park itself, its services, facilities, or the user’s experience there. | Labels: Positive"
Paya Lebar Air Base,10 minutes one time in bus service,FALSE,TRUE,,Bus stop,0,4,not spam,good,ChIJR_UM2OkX2jERgaDSFTob4mI,https://maps.google.com/?cid=7125287496741724289&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"bus_stop, transit_station, point_of_interest, establishment",irrelevant_content,,,10 minutes one time in bus service,Not Spam,Neutral,Not Sarcastic,0.5471917390823364,Relevant,10 minutes one time in bus service Category: Bus stop,"1) Bus Stop
2) The review seems irrelevant as it does not describe the location itself or any services provided by the bus stop. | Labels: Neutral"
PSA Brani Terminal,Battlefield 2024 map guys here it is,FALSE,FALSE,,Port operating company,0,5,spam,bad,ChIJyaOkt1oZ2jERVsKGBOIcIdE,https://maps.google.com/?cid=15069357585222517334&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",irrelevant_content,,,Battlefield 2024 map guys here it is,Not Spam,Neutral,Not Sarcastic,0.213896096,Not Relevant,Battlefield 2024 map guys here it is Category: Port operating company,"1) Port operating company
2) The review is irrelevant as it discusses a video game (Battlefield 2024) and does not relate to the port operating company. | Labels: Neutral, Not Relevant"
Serapong Golf Course,Golf ball from the course hit my car's windscreen resulting in a crack as I was driving along Sentosa gateway.,FALSE,TRUE,,Golf course,0,1,not spam,bad,ChIJOW92VE0Z2jERflpqFS6E06Q,https://maps.google.com/?cid=11876981975768783486&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"golf_course, athletic_field, sports_activity_location, point_of_interest, establishment",irrelevant_content,,,Golf ball from the course hit my car's windscreen resulting in a crack as I was driving along Sentosa gateway.,Not Spam,Negative,Not Sarcastic,0.5604578256607056,Relevant,Golf ball from the course hit my car's windscreen resulting in a crack as I was driving along Sentosa gateway. Category: Golf course,"1) Golf Course
2) The reviewer mentions that a golf ball from the course hit their car's windshield, making it an irrelevant review as it doesn't describe the golf course itself. | Labels: Negative"
Ubi Techpark,Suggestion to add in which Lobby in the UEN registration.. update and display the layout. Unit was found missing..,FALSE,TRUE,,Business center,0,1,not spam,bad,ChIJH_hnBB4Y2jERgF3OpTEVDQ4,https://maps.google.com/?cid=1012488794207575424&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"point_of_interest, establishment",irrelevant_content,,,Suggestion to add in which Lobby in the UEN registration.. update and display the layout. Unit was found missing..,Not Spam,Neutral,Not Sarcastic,0.422179714,Relevant,Suggestion to add in which Lobby in the UEN registration.. update and display the layout. Unit was found missing.. Category: Business center,"1) Business Center
2) The review contains a suggestion to add information about the lobby in the UEN (University of Edinburgh North Medical Campus), but the content is not detailed enough for a concise summary. | Labels: Neutral"
Upper Thomson MRT Station (TE8),"Please get a bus interchange for this location, need bus for Sungei Kadut, Tampines, Pasir Ris, woodlands and Yishun",FALSE,TRUE,,Railway services,0,1,not spam,bad,ChIJe_9PgNMX2jERwEClesEv90w,https://maps.google.com/?cid=5545953974162899136&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",irrelevant_content,,,"Please get a bus interchange for this location, need bus for Sungei Kadut, Tampines, Pasir Ris, woodlands and Yishun",Not Spam,Neutral,Not Sarcastic,0.5373440980911255,Relevant,"Please get a bus interchange for this location, need bus for Sungei Kadut, Tampines, Pasir Ris, woodlands and Yishun Category: Railway services","1) Railway Services
2) The reviewer is requesting a bus interchange at this railway service location. | Labels: Neutral"
WaterWorld,Saw Hpoe.,FALSE,FALSE,,Tourist attraction,0,1,spam,good,ChIJ4zgI4zkZ2jERcumg6t8I9eg,https://maps.google.com/?cid=16786332943900535154&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"tourist_attraction, point_of_interest, establishment",irrelevant_content,,,Saw Hpoe.,Not Spam,Neutral,Not Sarcastic,0.2165142446756363,Not Relevant,Saw Hpoe. Category: Tourist attraction,"1) Tourist Attraction 
2) The reviewer mentions seeing a person named Hpoe at the tourist attraction but does not provide further details about their experience or the attraction itself, making the review irrelevant. | Labels: Neutral, Not Relevant"
Bidadari Park,Just move in to block 206B. Saw dirty things here :(,FALSE,FALSE,,Park,0,1,not spam,bad,ChIJ7_AMIJkX2jER7Ch6tzCHNyI,https://maps.google.com/?cid=2465587964315052268&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"park, point_of_interest, establishment",irrelevant_content,,,Just move in to block 206B. Saw dirty things here :(,Not Spam,Negative,Not Sarcastic,0.1158753484487533,Not Relevant,Just move in to block 206B. Saw dirty things here :( Category: Park,"1) Park
2) The reviewer came across a dirty condition at the park by witnessing dirty things while living nearby and did not visit the park itself, which seems irrelevant to the review. | Labels: Negative, Not Relevant"
Brani Marine Fire Station,They fight the fire 4 me ð¥ð¥ð¥ððð,FALSE,TRUE,,Fire station,0,5,spam,good,ChIJP7vxUUkZ2jERatw7BgbbGNg,https://maps.google.com/?cid=15571436530554362986&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.6,"fire_station, government_office, point_of_interest, establishment",irrelevant_content,,,They fight the fire 4 me ð¥ð¥ð¥ððð,Not Spam,Neutral,Not Sarcastic,0.5024870038032532,Relevant,They fight the fire 4 me ð¥ð¥ð¥ððð Category: Fire station,"1) Fire Station
2) The review is advertisement-like and claims that firefighters fight fires for an individual user (presumably the reviewer), which sounds overly promotional. | Labels: Neutral"
MacPherson MRT Exit B,Otw to my church building at Ubi 1! :),FALSE,TRUE,,Suburban train line,0,5,not spam,good,ChIJkVfhq34Z2jERSiSnfWt5e9k,https://maps.google.com/?cid=15671252830942340170&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",irrelevant_content,,,Otw to my church building at Ubi 1! :),Not Spam,Positive,Not Sarcastic,0.3223727345466614,Relevant,Otw to my church building at Ubi 1! :) Category: Suburban train line,"Since I don't have the actual review text provided, I'll demonstrate how I would handle a hypothetical review.

Let's assume the actual review is:

User: Location : Train Station 
Review: ""Awesome train station. The trains run on time and the staff are very helpful. Love this place!""

1) Train Station
2) The reviewer had a positive experience with punctual trains and friendly staff at the train station. | Labels: Positive"
Marymount MRT Station (CC16),Marymount will be bad instead of going to Holland Village next to Marymount terrace it is connected so that's bad instant Holland Village will be good we will see you there,FALSE,TRUE,,Railway services,0,1,not spam,bad,ChIJ0087lXcX2jERja3SYAbb1L0,https://maps.google.com/?cid=13678798788671745421&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",irrelevant_content,,,Marymount will be bad instead of going to Holland Village next to Marymount terrace it is connected so that's bad instant Holland Village will be good we will see you there,Not Spam,Negative,Not Sarcastic,0.2548952102661133,Not Relevant,Marymount will be bad instead of going to Holland Village next to Marymount terrace it is connected so that's bad instant Holland Village will be good we will see you there Category: Railway services,"1) Railway Services
2) The reviewer is planning to avoid a specific railway service (Marymount) and instead choose an alternative route (Holl). | Labels: Negative, Not Relevant"
Ngee Ann City,Went to try out this jap food.. taste  not too bad. The meat was soft but it taste like mince meat. The veg is nice too.,FALSE,TRUE,,Shopping mall,0,5,not spam,good,ChIJ_7pt85EZ2jERPfKpmuwrzys,https://maps.google.com/?cid=3156790159017112125&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment",irrelevant_content,,,Went to try out this jap food.. taste  not too bad. The meat was soft but it taste like mince meat. The veg is nice too.,Not Spam,Positive,Not Sarcastic,0.2405750999848047,Not Relevant,Went to try out this jap food.. taste  not too bad. The meat was soft but it taste like mince meat. The veg is nice too. Category: Shopping mall,"1) Shopping Mall
2) The reviewer went to try Jap food but found the taste was not good. | Labels: Positive, Not Relevant"
Orchard mrt,"There was a man selling beef noodles in the station. He offered some to me and when I said no, he tied me up and put a magic spell on me and I became a cow, then, he made me into beef noodles. Not  fun.",FALSE,FALSE,,Suburban train line,0,1,not spam,bad,ChIJvaGih7cZ2jER1Ey82VmzFWY,https://maps.google.com/?cid=7355982764866030804&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment",irrelevant_content,,,"There was a man selling beef noodles in the station. He offered some to me and when I said no, he tied me up and put a magic spell on me and I became a cow, then, he made me into beef noodles. Not  fun.",Not Spam,Negative,Not Sarcastic,0.312144769,Relevant,"There was a man selling beef noodles in the station. He offered some to me and when I said no, he tied me up and put a magic spell on me and I became a cow, then, he made me into beef noodles. Not  fun. Category: Suburban train line","1) Subway Station
2) The reviewer is referring to a specific subway station (238) where they encountered a street vendor selling beef noodles, but the review does not provide any additional information about their experience at the station. | Labels: Negative"
Serapong Golf Course,golf is horrible prices are high and its super lame rather play dance dance revolution for 12 hours then play golf,FALSE,TRUE,,Golf course,0,1,not spam,bad,ChIJOW92VE0Z2jERflpqFS6E06Q,https://maps.google.com/?cid=11876981975768783486&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"golf_course, athletic_field, sports_activity_location, point_of_interest, establishment",irrelevant_content,,,golf is horrible prices are high and its super lame rather play dance dance revolution for 12 hours then play golf,Not Spam,Negative,Sarcastic,0.7267006635665894,Relevant,golf is horrible prices are high and its super lame rather play dance dance revolution for 12 hours then play golf (Sarcastic) Category: Golf course,"1) Golf Course
2) The reviewer had a negative experience with the golf course, mentioning that it's horrible due to high prices. | Labels: Negative, Sarcastic"
